run_id,run_at,config_name,config_description,period,timeframe,dynamic_positions,dynamic_threshold,min_score,indicators,symbol,initial_balance,final_balance,profit_30d,profit_60d,profit_90d,total_trades,winning_trades,losing_trades,neutral_skipped,total_signals,win_rate,avg_win_pct,avg_loss_pct,total_return_pct,max_drawdown_pct,profit_factor,sharpe_approx
bt_20260302_165102_base,2026-03-02T16:51:02.927705,base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_165108_dynamic_on,2026-03-02T16:51:08.664463,dynamic_on,Base + dynamic positions enabled,recent,60m,LIMITED,7063,~1 month,True,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_165114_scalp,2026-03-02T16:51:14.294762,scalp,"Scalping config - more trades, shorter holds",recent,60m,LIMITED,7063,~1 month,True,0.15,0.15,"RSI,MACD,Bollinger",BTC,10000.0,10925.0,638.25,925.02,925.02,63,27,36,311,374,42.9,10.18,-4.91,9.25,6.41,1.55,2.55
bt_20260302_165139_btc_focused,2026-03-02T16:51:40.008488,btc_focused,BTC focused - stricter for high volatility,recent,60m,LIMITED,7063,~1 month,True,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9963.0,-21.83,-36.79,-36.79,18,10,8,787,805,55.6,6.61,-5.4,-0.37,1.27,1.53,2.43
bt_20260302_165145_btc_v2_core,2026-03-02T16:51:45.149959,btc_v2_core,JSON: BTC v2 Core 5m - RSI/MACD/Momentum/ADX,recent,60m,LIMITED,7063,~1 month,True,0.2,0.15,"RSI,MACD,Momentum,ADX",BTC,10000.0,11793.0,1214.31,1793.17,1793.17,63,27,36,311,374,42.9,10.18,-4.91,17.93,12.55,1.55,2.55
bt_20260302_165150_btc_v2_safe,2026-03-02T16:51:50.788748,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,recent,60m,LIMITED,7063,~1 month,True,0.25,0.2,"RSI,MACD,Momentum,ADX",BTC,10000.0,9847.0,-325.35,-153.05,-153.05,46,21,25,521,567,45.7,6.81,-3.47,-1.53,5.83,1.65,2.7
bt_20260302_165155_xau_v2_momentum,2026-03-02T16:51:55.954429,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,MACD,Momentum,ADX",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260302_165202_btc_v3_exp,2026-03-02T16:52:02.259741,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.15,"RSI,Momentum",BTC,10000.0,11793.0,1214.31,1793.17,1793.17,63,27,36,311,374,42.9,10.18,-4.91,17.93,12.55,1.55,2.55
bt_20260302_165207_xau_v3_exp,2026-03-02T16:52:07.311830,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,Momentum",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260302_165212_xag_v3_exp,2026-03-02T16:52:12.847610,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,Momentum",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260302_165218_xau_scalp_trend,2026-03-02T16:52:18.593599,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,recent,60m,LIMITED,7063,~1 month,True,0.15,0.2,"RSI,MACD,Momentum",BTC,10000.0,10847.0,610.53,847.03,847.03,44,18,26,516,560,40.9,12.47,-4.78,8.47,5.56,1.81,3.48
bt_20260302_165223_btc_scalp_trend,2026-03-02T16:52:23.915955,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,recent,60m,LIMITED,7063,~1 month,True,0.15,0.15,"RSI,MACD,Momentum",BTC,10000.0,10925.0,638.25,925.02,925.02,63,27,36,311,374,42.9,10.18,-4.91,9.25,6.41,1.55,2.55
bt_20260302_170933_bxc_v2_core_base,2026-03-02T17:09:33.772409,bxc_v2_core_base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_170935_bxc_v2_core_dynamic_on,2026-03-02T17:09:35.566135,bxc_v2_core_dynamic_on,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_170936_bxc_v2_core_base,2026-03-02T17:09:36.661576,bxc_v2_core_base,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_170937_bxc_v2_core_scalp,2026-03-02T17:09:37.495934,bxc_v2_core_scalp,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_170939_bxc_v2_core_btc_focused,2026-03-02T17:09:39.433324,bxc_v2_core_btc_focused,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_170942_bxc_v2_core_dynamic_on,2026-03-02T17:09:42.118156,bxc_v2_core_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_170947_bxc_v2_core_dynamic_on,2026-03-02T17:09:47.391945,bxc_v2_core_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_170948_bxc_v2_core_scalp,2026-03-02T17:09:48.973232,bxc_v2_core_scalp,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_170956_bxc_v2_core_btc_focused,2026-03-02T17:09:56.282048,bxc_v2_core_btc_focused,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_170957_btc_v2_safe_base,2026-03-02T17:09:57.482586,btc_v2_safe_base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_170959_bxc_v2_core_scalp,2026-03-02T17:09:59.778881,bxc_v2_core_scalp,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_170959_btc_v2_safe_dynamic_on,2026-03-02T17:09:59.910014,btc_v2_safe_dynamic_on,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171001_btc_v2_safe_scalp,2026-03-02T17:10:02.025042,btc_v2_safe_scalp,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171004_btc_v2_safe_btc_focused,2026-03-02T17:10:04.173354,btc_v2_safe_btc_focused,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171010_bxc_v2_core_btc_focused,2026-03-02T17:10:10.646032,bxc_v2_core_btc_focused,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171013_btc_v2_safe_base,2026-03-02T17:10:13.970103,btc_v2_safe_base,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171016_xau_v2_momentum_base,2026-03-02T17:10:16.934683,xau_v2_momentum_base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171019_xau_v2_momentum_dynamic_on,2026-03-02T17:10:19.145773,xau_v2_momentum_dynamic_on,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171021_xau_v2_momentum_scalp,2026-03-02T17:10:21.541689,xau_v2_momentum_scalp,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171021_btc_v2_safe_dynamic_on,2026-03-02T17:10:21.922016,btc_v2_safe_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171023_xau_v2_momentum_btc_focused,2026-03-02T17:10:23.879680,xau_v2_momentum_btc_focused,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171025_btc_v2_safe_base,2026-03-02T17:10:25.117590,btc_v2_safe_base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171029_btc_v2_safe_scalp,2026-03-02T17:10:30.701431,btc_v2_safe_scalp,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171037_btc_v3_exp_base,2026-03-02T17:10:37.462914,btc_v3_exp_base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171039_btc_v2_safe_dynamic_on,2026-03-02T17:10:39.082121,btc_v2_safe_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171039_btc_v2_safe_btc_focused,2026-03-02T17:10:39.100845,btc_v2_safe_btc_focused,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171040_btc_v3_exp_dynamic_on,2026-03-02T17:10:40.122949,btc_v3_exp_dynamic_on,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171042_btc_v3_exp_scalp,2026-03-02T17:10:42.359118,btc_v3_exp_scalp,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171044_btc_v3_exp_btc_focused,2026-03-02T17:10:44.462281,btc_v3_exp_btc_focused,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171051_bxc_v2_core_base,2026-03-02T17:10:51.759004,bxc_v2_core_base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171053_btc_v2_safe_scalp,2026-03-02T17:10:53.282960,btc_v2_safe_scalp,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171055_xau_v3_exp_base,2026-03-02T17:10:55.402335,xau_v3_exp_base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171057_xau_v3_exp_dynamic_on,2026-03-02T17:10:58.009442,xau_v3_exp_dynamic_on,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171058_xau_v2_momentum_base,2026-03-02T17:10:58.899320,xau_v2_momentum_base,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171100_xau_v3_exp_scalp,2026-03-02T17:11:00.691161,xau_v3_exp_scalp,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171103_xau_v3_exp_btc_focused,2026-03-02T17:11:03.227004,xau_v3_exp_btc_focused,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171105_btc_v2_safe_btc_focused,2026-03-02T17:11:05.461273,btc_v2_safe_btc_focused,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171107_bxc_v2_core_base,2026-03-02T17:11:07.795833,bxc_v2_core_base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171107_xau_v2_momentum_dynamic_on,2026-03-02T17:11:07.899285,xau_v2_momentum_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171116_xau_v2_momentum_scalp,2026-03-02T17:11:16.566755,xau_v2_momentum_scalp,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171116_bxc_v2_core_dynamic_on,2026-03-02T17:11:16.926258,bxc_v2_core_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171117_xau_v2_momentum_base,2026-03-02T17:11:17.874871,xau_v2_momentum_base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171125_xau_v2_momentum_btc_focused,2026-03-02T17:11:25.228377,xau_v2_momentum_btc_focused,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171125_bxc_v2_core_scalp,2026-03-02T17:11:25.853394,bxc_v2_core_scalp,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171132_xau_v2_momentum_dynamic_on,2026-03-02T17:11:32.231315,xau_v2_momentum_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171134_bxc_v2_core_btc_focused,2026-03-02T17:11:34.569242,bxc_v2_core_btc_focused,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171134_xag_v3_exp_base,2026-03-02T17:11:34.962808,xag_v3_exp_base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171137_xag_v3_exp_dynamic_on,2026-03-02T17:11:37.265788,xag_v3_exp_dynamic_on,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171139_xag_v3_exp_scalp,2026-03-02T17:11:39.912274,xag_v3_exp_scalp,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171142_btc_v3_exp_base,2026-03-02T17:11:42.401150,btc_v3_exp_base,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171142_xag_v3_exp_btc_focused,2026-03-02T17:11:42.706084,xag_v3_exp_btc_focused,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171144_btc_v2_safe_base,2026-03-02T17:11:44.259481,btc_v2_safe_base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171150_xau_v2_momentum_scalp,2026-03-02T17:11:50.174493,xau_v2_momentum_scalp,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171152_btc_v3_exp_dynamic_on,2026-03-02T17:11:52.037898,btc_v3_exp_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_171155_btc_v2_safe_dynamic_on,2026-03-02T17:11:55.846265,btc_v2_safe_dynamic_on,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_171159_xau_scalp_trend_base,2026-03-02T17:11:59.062158,xau_scalp_trend_base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_171200_btc_v3_exp_scalp,2026-03-02T17:12:00.997622,btc_v3_exp_scalp,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
